Sample_geo_ID	title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	tissue:ch1
GSM997652	Tumor epthelial component - sample 412	GSM997652	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997652/suppl/GSM997652_412T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997653	Tumor epthelial component - sample 427	GSM997653	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997653/suppl/GSM997653_427T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997654	Tumor epthelial component - sample 434	GSM997654	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997654/suppl/GSM997654_434T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997655	Tumor epthelial component - sample 443	GSM997655	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997655/suppl/GSM997655_443T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997656	Tumor epthelial component - sample 467	GSM997656	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997656/suppl/GSM997656_467T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997657	Tumor epthelial component - sample 629	GSM997657	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997657/suppl/GSM997657_629T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997658	Tumor epthelial component - sample 714	GSM997658	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997658/suppl/GSM997658_714T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997659	Tumor epthelial component - sample 744	GSM997659	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997659/suppl/GSM997659_744T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997660	Tumor epthelial component - sample 765	GSM997660	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997660/suppl/GSM997660_765T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997661	Tumor epthelial component - sample 778	GSM997661	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997661/suppl/GSM997661_778T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997662	Tumor epthelial component - sample 780	GSM997662	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997662/suppl/GSM997662_780T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997663	Tumor epthelial component - sample 799	GSM997663	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997663/suppl/GSM997663_799T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997664	Tumor epthelial component - sample 872	GSM997664	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997664/suppl/GSM997664_872T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997665	Tumor epthelial component - sample 1064	GSM997665	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997665/suppl/GSM997665_1064T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997666	Tumor epthelial component - sample 1231	GSM997666	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997666/suppl/GSM997666_1231T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997667	Tumor epthelial component - sample 1660	GSM997667	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997667/suppl/GSM997667_1660T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
